	fasta	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_id	cazy_hits	heme_regulatory_motif_count
MAG4_MAG4_36_5	MAG4	C	K21011	polysaccharide biosynthesis protein PelF								Domain of unknown function (DUF3492) [PF11997.11]; Glycosyl transferases group 1 [PF00534.23]; Glycosyl transferases group 1 [PF13692.9]	GT4	GT4 sucrose synthase (EC 2.4.1.13); sucrose-phosphate synthase (EC 2.4.1.14); alpha-glucosyltransferase (EC 2.4.1.52); lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57); GDP-Man: Man1GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase (EC 2.4.1.132); GDP-Man: Man3GlcNAc2-PP-dolichol/Man4GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase (EC 2.4.1.131); digalactosyldiacylglycerol synthase (EC 2.4.1.141); 1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157); diglucosyl diacylglycerol synthase (EC 2.4.1.208); trehalose phosphorylase (EC 2.4.1.231); NDP-Glc: alpha-glucose alpha-glucosyltransferase / alpha,alpha-trehalose synthase (EC 2.4.1.245); GDP-Man: Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase (EC 2.4.1.257); UDP-GlcNAc: 2-deoxystreptamine alpha-N-acetylglucosaminyltransferase (EC 2.4.1.283); UDP-GlcNAc: ribostamycin alpha-N-acetylglucosaminyltransferase (EC 2.4.1.285); UDP-Gal alpha-galactosyltransferase (EC 2.4.1.-); UDP-Xyl alpha-xylosyltransferase (EC 2.4.2.-); UDP-GlcA alpha-glucuronyltransferase (EC 2.4.1.-); UDP-Glc alpha-glucosyltransferase (EC 2.4.1.-); UDP-GalNAc: GalNAc-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.306); UDP-GalNAc: N,N'-diacetylbacillosaminyl-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.290); ADP-dependent alpha-maltose-1-phosphate synthase (2.4.1.342)	0
MAG4_MAG4_36_50	MAG4	C	K07491	REP-associated tyrosine transposase								Transposase IS200 like [PF01797.19]			0
MAG4_MAG4_36_53	MAG4	C	K01821	4-oxalocrotonate tautomerase [EC:5.3.2.6]								Tautomerase enzyme [PF01361.24]			0
MAG4_MAG4_36_59	MAG4	C	K01807	ribose 5-phosphate isomerase A [EC:5.3.1.6]								Ribose 5-phosphate isomerase A (phosphoriboisomerase A) [PF06026.17]			0
MAG4_MAG4_36_17	MAG4	C	K10040	aspartate/glutamate/glutamine transport system permease protein											0
MAG4_MAG4_36_6	MAG4	C	K21012	polysaccharide biosynthesis protein PelG								Putative exopolysaccharide Exporter (EPS-E) [PF16933.8]			0
MAG4_MAG4_36_46	MAG4	C	K00945	CMP/dCMP kinase [EC:2.7.4.25]								Cytidylate kinase [PF02224.21]; Cytidylate kinase-like family [PF13189.9]			0
MAG4_MAG4_35_63	MAG4	C	K16785	energy-coupling factor transport system permease protein								Cobalt transport protein [PF02361.19]			0
MAG4_MAG4_36_13	MAG4	C	K00790	UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]								EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase) [PF00275.23]			0
MAG4_MAG4_35_30	MAG4	C	K00549	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]								Cobalamin-independent synthase, Catalytic domain [PF01717.21]			0
MAG4_MAG4_35_31	MAG4	C	K00549	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]								Cobalamin-independent synthase, Catalytic domain [PF01717.21]			0
MAG4_MAG4_35_32	MAG4	C	K02911	large subunit ribosomal protein L32								Ribosomal L32p protein family [PF01783.26]			0
MAG4_MAG4_36_63	MAG4	C	K03783	purine-nucleoside phosphorylase [EC:2.4.2.1]											0
MAG4_MAG4_35_33	MAG4	C	K02913	large subunit ribosomal protein L33								Ribosomal protein L33 [PF00471.23]			0
MAG4_MAG4_35_45	MAG4	C	K10947	PadR family transcriptional regulator, regulatory protein PadR								Transcriptional regulator PadR-like family [PF03551.17]			0
MAG4_MAG4_35_47	MAG4	C	K11621	lia operon protein LiaG											0
MAG4_MAG4_35_48	MAG4	C	K01421	putative membrane protein								Protein of unknown function (DUF3533) [PF12051.11]; ABC-2 family transporter protein [PF12698.10]			0
MAG4_MAG4_35_5	MAG4	C	K20374	HTH-type transcriptional regulator, SHP3-responsive repressor											0
MAG4_MAG4_35_50	MAG4	C	K08987	putative membrane protein								Protein of unknown function (DUF1304) [PF06993.15]			0
MAG4_MAG4_35_52	MAG4	C	K02986	small subunit ribosomal protein S4								Ribosomal protein S4/S9 N-terminal domain [PF00163.22]; S4 domain [PF01479.28]			0
MAG4_MAG4_35_54	MAG4	C	K02314	replicative DNA helicase [EC:5.6.2.3]								DnaB-like helicase C terminal domain [PF03796.18]; DnaB-like helicase N terminal domain [PF00772.24]; AAA domain [PF13481.9]			0
MAG4_MAG4_35_55	MAG4	C	K02939	large subunit ribosomal protein L9								Ribosomal protein L9, C-terminal domain [PF03948.17]; Ribosomal protein L9, N-terminal domain [PF01281.22]			0
MAG4_MAG4_35_56	MAG4	C	K22927	cyclic-di-AMP phosphodiesterase [EC:3.1.4.59]								DHH family [PF01368.23]			0
MAG4_MAG4_35_57	MAG4	C	K03495	tRNA uridine 5-carboxymethylaminomethyl modification enzyme								Glucose inhibited division protein A [PF01134.25]; tRNA modifying enzyme MnmG/GidA C-terminal domain [PF13932.9]; FAD dependent oxidoreductase [PF12831.10]			0
MAG4_MAG4_35_59	MAG4	C	K00566	tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]								tRNA methyl transferase HUP domain [PF03054.19]; Aminomethyltransferase beta-barrel domain [PF20258.1]; tRNA methyl transferase PRC-barrel domain [PF20259.1]; PP-loop family [PF01171.23]; NAD synthase [PF02540.20]; Thiamine biosynthesis protein (ThiI) [PF02568.17]			0
MAG4_MAG4_35_64	MAG4	C	K16787	energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-]								ABC transporter [PF00005.30]; RecF/RecN/SMC N terminal domain [PF02463.22]; AAA domain, putative AbiEii toxin, Type IV TA system [PF13304.9]			0
MAG4_MAG4_35_65	MAG4	C	K16786	energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-]								ABC transporter [PF00005.30]; RecF/RecN/SMC N terminal domain [PF02463.22]			0
MAG4_MAG4_35_66	MAG4	C	K00995	CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]								CDP-alcohol phosphatidyltransferase [PF01066.24]			0
MAG4_MAG4_35_67	MAG4	C	K15539	cytoskeleton protein RodZ											0
MAG4_MAG4_35_70	MAG4	C	K14761	ribosome-associated protein								S4 domain [PF13275.9]			0
MAG4_MAG4_35_71	MAG4	C	K03629	DNA replication and repair protein RecF								RecF/RecN/SMC N terminal domain [PF02463.22]; AAA ATPase domain [PF13175.9]; AAA domain [PF13476.9]			0
MAG4_MAG4_35_72	MAG4	C	K00088	IMP dehydrogenase [EC:1.1.1.205]								IMP dehydrogenase / GMP reductase domain [PF00478.28]; CBS domain [PF00571.31]; FMN-dependent dehydrogenase [PF01070.21]			0
MAG4_MAG4_35_73	MAG4	C	K01867	tryptophanyl-tRNA synthetase [EC:6.1.1.2]								tRNA synthetases class I (W and Y) [PF00579.28]			0
MAG4_MAG4_35_78	MAG4	C	K00783	23S rRNA (pseudouridine1915-N3)-methyltransferase [EC:2.1.1.177]								Predicted SPOUT methyltransferase [PF02590.20]			0
MAG4_MAG4_35_80	MAG4	C	K03497	ParB family transcriptional regulator, chromosome partitioning protein								ParB/Sulfiredoxin domain [PF02195.21]; HTH domain found in ParB protein [PF17762.4]; KorB domain [PF08535.13]			0
MAG4_MAG4_36_11	MAG4	C	K01784	UDP-glucose 4-epimerase [EC:5.1.3.2]								GDP-mannose 4,6 dehydratase [PF16363.8]; NAD dependent epimerase/dehydratase family [PF01370.24]; 3-beta hydroxysteroid dehydrogenase/isomerase family [PF01073.22]; RmlD substrate binding domain [PF04321.20]; Polysaccharide biosynthesis protein [PF02719.18]; NAD(P)H-binding [PF13460.9]; Male sterility protein [PF07993.15]; short chain dehydrogenase [PF00106.28]; NmrA-like family [PF05368.16]			0
MAG4_MAG4_36_15	MAG4	C	K15051	DNA-entry nuclease								DNA/RNA non-specific endonuclease [PF13930.9]			0
MAG4_MAG4_36_67	MAG4	C	K03784	purine-nucleoside phosphorylase [EC:2.4.2.1]								Phosphorylase superfamily [PF01048.23]			0
MAG4_MAG4_37_61	MAG4	C	K03763	DNA polymerase III subunit alpha, Gram-positive type [EC:2.7.7.7]								Bacterial DNA polymerase III alpha NTPase domain [PF07733.15]; Exonuclease [PF00929.27]; Bacterial DNA polymerase III alpha subunit finger domain [PF17657.4]; PHP domain [PF02811.22]			0
MAG4_MAG4_36_7	MAG4	C	K06330	spore coat protein H								CotH kinase protein [PF08757.14]			0
MAG4_MAG4_38_15	MAG4	C	K03972	phage shock protein E								Rhodanese-like domain [PF00581.23]			0
MAG4_MAG4_38_16	MAG4	C	K00940	nucleoside-diphosphate kinase [EC:2.7.4.6]								Nucleoside diphosphate kinase [PF00334.22]			0
MAG4_MAG4_38_17	MAG4	C	K00549	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]								Cobalamin-independent synthase, Catalytic domain [PF01717.21]			0
MAG4_MAG4_38_18	MAG4	C	K04094	methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase [EC:2.1.1.74]								Glucose inhibited division protein A [PF01134.25]			0
MAG4_MAG4_38_19	MAG4	C	K20487	two-component system, OmpR family, lantibiotic biosynthesis sensor histidine kinase NisK/SpaK [EC:2.7.13.3]								Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.29]			0
MAG4_MAG4_38_2	MAG4	C	K01575	acetolactate decarboxylase [EC:4.1.1.5]								Alpha-acetolactate decarboxylase [PF03306.16]			0
MAG4_MAG4_38_20	MAG4	C	K20488	two-component system, OmpR family, lantibiotic biosynthesis response regulator NisR/SpaR								Response regulator receiver domain [PF00072.27]; Transcriptional regulatory protein, C terminal [PF00486.31]			0
MAG4_MAG4_38_22	MAG4	C	K03168	DNA topoisomerase I [EC:5.6.2.1]								DNA topoisomerase [PF01131.23]; Toprim domain [PF01751.25]; Topoisomerase DNA binding C4 zinc finger [PF01396.22]			0
MAG4_MAG4_38_23	MAG4	C	K04096	DNA processing protein								DNA recombination-mediator protein A [PF02481.18]; DNA processing protein A sterile alpha motif domain [PF18255.4]			0
MAG4_MAG4_38_25	MAG4	C	K03470	ribonuclease HII [EC:3.1.26.4]								Ribonuclease HII [PF01351.21]			0
MAG4_MAG4_38_26	MAG4	C	K14540	ribosome biogenesis GTPase A								50S ribosome-binding GTPase [PF01926.26]; RsgA GTPase [PF03193.19]; Ferrous iron transport protein B [PF02421.21]; MnmE helical domain [PF12631.10]			0
MAG4_MAG4_38_28	MAG4	C	K07105	uncharacterized protein								3H domain [PF02829.17]; HTH domain [PF08279.15]			0
MAG4_MAG4_38_29	MAG4	C	K16788	niacin transporter											0
MAG4_MAG4_38_30	MAG4	C	K03106	signal recognition particle subunit SRP54 [EC:3.6.5.4]								SRP54-type protein, GTPase domain [PF00448.25]; Signal peptide binding domain [PF02978.22]; SRP54-type protein, helical bundle domain [PF02881.22]			0
MAG4_MAG4_38_31	MAG4	C	K09787	uncharacterized protein								Putative helix-turn-helix protein, YlxM / p13 like [PF04297.17]; Helix-turn-helix of insertion element transposase [PF13022.9]; Sigma-70, region 4 [PF04545.19]			0
MAG4_MAG4_38_32	MAG4	C	K24967	GntR family transcriptional regulator, N-acetylglucosamine utilization regulator								UTRA domain [PF07702.16]; Bacterial regulatory proteins, gntR family [PF00392.24]; Helix-turn-helix domain [PF14502.9]			0
MAG4_MAG4_38_33	MAG4	C	K01951	GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]	MER0041478	C26	MER0041478 - GMP synthase (Streptococcus thermophilus) [C26.957]#C26#{peptidase unit: 1-246}~source YP_141289-1~	True	0.967	488.0	5.398e-151	GMP synthase C terminal domain [PF00958.25]; Glutamine amidotransferase class-I [PF00117.31]; NAD synthase [PF02540.20]; Peptidase C26 [PF07722.16]; Queuosine biosynthesis protein QueC [PF06508.16]; tRNA methyl transferase HUP domain [PF03054.19]; PP-loop family [PF01171.23]			0
MAG4_MAG4_38_42	MAG4	C	K14060	putative DNA-invertase from lambdoid prophage Rac								Resolvase, N terminal domain [PF00239.24]; Helix-turn-helix domain of resolvase [PF02796.18]			0
MAG4_MAG4_38_45	MAG4	C	K07316	adenine-specific DNA-methyltransferase [EC:2.1.1.72]								DNA methylase [PF01555.21]			0
MAG4_MAG4_38_46	MAG4	C	K01156	type III restriction enzyme [EC:3.1.21.5]								BRO family, N-terminal domain [PF02498.20]; Type III restriction enzyme, res subunit [PF04851.18]			0
MAG4_MAG4_38_56	MAG4	C	K02030	polar amino acid transport system substrate-binding protein								Bacterial extracellular solute-binding proteins, family 3 [PF00497.23]; NMT1/THI5 like [PF09084.14]			0
MAG4_MAG4_38_58	MAG4	C	K02029	polar amino acid transport system permease protein								Binding-protein-dependent transport system inner membrane component [PF00528.25]			0
MAG4_MAG4_38_59	MAG4	C	K06193	protein PhnA								PhnA domain [PF03831.17]; PhnA Zinc-Ribbon [PF08274.15]			0
MAG4_MAG4_35_28	MAG4	C	K01892	histidyl-tRNA synthetase [EC:6.1.1.21]								Histidyl-tRNA synthetase [PF13393.9]; Anticodon binding domain [PF03129.23]; tRNA synthetase class II core domain (G, H, P, S and T) [PF00587.28]			0
MAG4_MAG4_38_60	MAG4	C	K00820	glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]	MER0455775	C44	MER0455775 - glutamine-fructose-6-phosphate transaminase precursor ({Dictyostelium discoideum}) (Streptococcus thermophilus) [C44.A08]#C44#{peptidase unit: 2-232}~source YP_006040717~	True	0.953	465.0	1.777e-141	Glutamine amidotransferase domain [PF13522.9]; SIS domain [PF01380.25]; Glutamine amidotransferase domain [PF13537.9]; Glutamine amidotransferases class-II [PF13230.9]			0
MAG4_MAG4_38_62	MAG4	C	K07497	putative transposase								Integrase core domain [PF00665.29]			0
MAG4_MAG4_38_63	MAG4	C	K02395	peptidoglycan hydrolase FlgJ								Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase [PF01832.23]	GH73	GH73 lysozyme (EC 3.2.1.17); mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase (EC 3.2.1.96); peptidoglycan hydrolase with endo-beta-N-acetylglucosaminidase specificity (EC 3.2.1.-)	0
MAG4_MAG4_38_11	MAG4	C	K03596	GTP-binding protein LepA								GTP-binding protein LepA C-terminus [PF06421.15]; Elongation factor Tu GTP binding domain [PF00009.30]; Elongation factor G C-terminus [PF00679.27]; Elongation Factor G, domain III [PF14492.9]; Elongation factor Tu domain 2 [PF03144.28]			0
MAG4_MAG4_36_68	MAG4	C	K01005	polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase [EC:2.7.8.-]								LytR_cpsA_psr family [PF03816.17]; DNA polymerase processivity factor [PF02916.18]			0
MAG4_MAG4_37_69	MAG4	C	K14059	integrase								Phage integrase family [PF00589.25]; Phage integrase SAM-like domain [PF13102.9]			0
MAG4_MAG4_37_60	MAG4	C	K19689	aminopeptidase [EC:3.4.11.-]	MER0005731	M29	MER0005731 - PepS aminopeptidase (Streptococcus thermophilus) [M29.004]#M29#{peptidase unit: 3-413}~source PEPS_STRTR~	True	0.962	822.0	2.283e-268	Thermophilic metalloprotease (M29) [PF02073.18]			0
MAG4_MAG4_36_70	MAG4	C	K19420	protein tyrosine kinase modulator								Chain length determinant protein [PF02706.18]; G-rich domain on putative tyrosine kinase [PF13807.9]			0
MAG4_MAG4_36_71	MAG4	C	K00903	protein-tyrosine kinase [EC:2.7.10.3]								AAA domain [PF13614.9]; NUBPL iron-transfer P-loop NTPase [PF10609.12]; Cellulose biosynthesis protein BcsQ [PF06564.15]; ATPase MipZ [PF09140.14]; CobQ/CobB/MinD/ParA nucleotide binding domain [PF01656.26]; VirC1 protein [PF07015.14]			0
MAG4_MAG4_36_72	MAG4	C	K16566	exopolysaccharide production protein ExoY								Bacterial sugar transferase [PF02397.19]			0
MAG4_MAG4_36_73	MAG4	C	K12996	rhamnosyltransferase [EC:2.4.1.-]								Domain of unknown function (DUF1972) [PF09314.14]			0
MAG4_MAG4_36_81	MAG4	C	K01854	UDP-galactopyranose mutase [EC:5.4.99.9]								UDP-galactopyranose mutase [PF03275.16]; NAD(P)-binding Rossmann-like domain [PF13450.9]; Flavin containing amine oxidoreductase [PF01593.27]; FAD dependent oxidoreductase [PF01266.27]; Lycopene cyclase protein [PF05834.15]; FAD binding domain [PF00890.27]			0
MAG4_MAG4_37_16	MAG4	C	K00355	NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]								Flavodoxin-like fold [PF02525.20]; NADPH-dependent FMN reductase [PF03358.18]			0
MAG4_MAG4_37_20	MAG4	C	K11051	multidrug/hemolysin transport system permease protein								ABC-2 family transporter protein [PF12698.10]; ABC-2 type transporter [PF01061.27]			0
MAG4_MAG4_37_21	MAG4	C	K11050	multidrug/hemolysin transport system ATP-binding protein								ABC transporter [PF00005.30]; AAA domain, putative AbiEii toxin, Type IV TA system [PF13304.9]; RecF/RecN/SMC N terminal domain [PF02463.22]			0
MAG4_MAG4_37_29	MAG4	C	K07467	putative DNA relaxase								Replication initiation factor [PF02486.22]; Rolling Circle replication initiation protein N-terminal domain [PF18106.4]			0
MAG4_MAG4_37_32	MAG4	C	K02996	small subunit ribosomal protein S9								Ribosomal protein S9/S16 [PF00380.22]			0
MAG4_MAG4_37_33	MAG4	C	K02871	large subunit ribosomal protein L13								Ribosomal protein L13 [PF00572.21]			0
MAG4_MAG4_37_34	MAG4	C	K00077	2-dehydropantoate 2-reductase [EC:1.1.1.169]								Ketopantoate reductase PanE/ApbA C terminal [PF08546.14]; Ketopantoate reductase PanE/ApbA [PF02558.19]			0
MAG4_MAG4_37_36	MAG4	C	K25232	fatty acid kinase fatty acid binding subunit								Uncharacterised protein, DegV family COG1307 [PF02645.19]			0
MAG4_MAG4_37_37	MAG4	C	K06962	uncharacterized protein								YacP-like NYN domain [PF05991.14]			0
MAG4_MAG4_37_38	MAG4	C	K03218	23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185]								SpoU rRNA Methylase family [PF00588.22]; RNA 2'-O ribose methyltransferase substrate binding [PF08032.15]			0
MAG4_MAG4_37_4	MAG4	C	K01607	4-carboxymuconolactone decarboxylase [EC:4.1.1.44]								Carboxymuconolactone decarboxylase family [PF02627.23]			0
MAG4_MAG4_37_42	MAG4	C	K11145	mini-ribonuclease III [EC:3.1.26.-]								Ribonuclease III domain [PF00636.29]			0
MAG4_MAG4_37_43	MAG4	C	K01883	cysteinyl-tRNA synthetase [EC:6.1.1.16]								tRNA synthetases class I (C) catalytic domain [PF01406.22]; tRNA synthetases class I (M) [PF09334.14]; DALR domain [PF09190.14]; tRNA synthetases class I (I, L, M and V) [PF00133.25]			0
MAG4_MAG4_37_44	MAG4	C	K00640	serine O-acetyltransferase [EC:2.3.1.30]											0
MAG4_MAG4_37_46	MAG4	C	K00962	polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]								3' exoribonuclease family, domain 1 [PF01138.24]; S1 RNA binding domain [PF00575.26]; Polyribonucleotide nucleotidyltransferase, RNA binding domain [PF03726.17]; KH domain [PF00013.32]			0
MAG4_MAG4_37_47	MAG4	C	K07258	serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4]	MER0041501	S11	MER0041501 - D,D-carboxypeptidase PBP3 ({Streptococcus}-type) (Streptococcus thermophilus) [S11.006]#S11#{peptidase unit: 33-422}~source YP_140511-1~	True	0.936	767.0	3.158e-249	D-alanyl-D-alanine carboxypeptidase [PF00768.23]; Beta-lactamase enzyme family [PF13354.9]; Penicillin-binding protein 5, C-terminal domain [PF07943.16]			0
MAG4_MAG4_37_51	MAG4	C	K03708	transcriptional regulator of stress and heat shock response								CtsR N-terminal HTH domain [PF05848.14]; CtsR C-terminal dimerization domain [PF17727.4]			0
MAG4_MAG4_37_53	MAG4	C	K02357	elongation factor Ts								Elongation factor TS [PF00889.22]			0
MAG4_MAG4_37_54	MAG4	C	K02967	small subunit ribosomal protein S2								Ribosomal protein S2 [PF00318.23]			0
MAG4_MAG4_37_55	MAG4	C	K24119	NADH-dependent peroxiredoxin subunit C [EC:1.11.1.26]								AhpC/TSA family [PF00578.24]; Redoxin [PF08534.13]; SCO1/SenC [PF02630.17]			0
MAG4_MAG4_37_56	MAG4	C	K03387	NADH-dependent peroxiredoxin subunit F [EC:1.8.1.-]								Pyridine nucleotide-disulphide oxidoreductase [PF07992.17]; Thioredoxin domain [PF13192.9]; Flavin-binding monooxygenase-like [PF00743.22]; Pyridine nucleotide-disulphide oxidoreductase [PF00070.30]; FAD dependent oxidoreductase [PF12831.10]; Glucose inhibited division protein A [PF01134.25]; FAD binding domain [PF00890.27]			0
MAG4_MAG4_37_57	MAG4	C	K19784	chromate reductase, NAD(P)H dehydrogenase (quinone)								NADPH-dependent FMN reductase [PF03358.18]; Flavodoxin-like fold [PF02525.20]			0
MAG4_MAG4_37_66	MAG4	C	K07467	putative DNA relaxase								Replication initiation factor [PF02486.22]; Rolling Circle replication initiation protein N-terminal domain [PF18106.4]			0
MAG4_MAG4_35_26	MAG4	C	K01876	aspartyl-tRNA synthetase [EC:6.1.1.12]								tRNA synthetases class II (D, K and N) [PF00152.23]; GAD domain [PF02938.17]; OB-fold nucleic acid binding domain [PF01336.28]			0
MAG4_MAG4_31_8	MAG4	C	K07483	transposase								Transposase [PF01527.23]; Transposon related HTH domain protein [PF20310.1]; Helix-turn-helix domain [PF13518.9]			0
MAG4_MAG4_35_23	MAG4	C	K04068	anaerobic ribonucleoside-triphosphate reductase activating protein [EC:1.97.1.4]								4Fe-4S single cluster domain [PF13353.9]; 4Fe-4S single cluster domain [PF13394.9]; Radical SAM superfamily [PF04055.24]			0
MAG4_MAG4_30_72	MAG4	C	K01428	urease subunit alpha [EC:3.5.1.5]	MER0037277	M38	MER0037277 - urease (Streptococcus thermophilus) [M38.982]#M38#{peptidase unit: 4-572}~source YP_140710-1~	True	0.974	1169.0	0.0	Urease alpha-subunit, N-terminal domain [PF00449.23]; Amidohydrolase family [PF01979.23]; Amidohydrolase family [PF07969.14]			0
MAG4_MAG4_30_73	MAG4	C	K03187	urease accessory protein								UreE urease accessory protein, N-terminal domain [PF02814.18]; UreE urease accessory protein, C-terminal domain [PF05194.15]			0
